_id,name,louvain_comm
2617,Ankit Khan,3
2362,Harsh Singh,3
2324,Ananya Agarwal,3
3013,Sanya Reddy,3
2999,Aman Khan,3
2325,Varun Joshi,3
2971,Vikram Mukherjee,3
2326,Nikhil Joshi,3
2327,Arjun Gowda,3
2652,Arjun Bose,3
2846,Aarav Banerjee,3
2329,Kunal Banerjee,3
2396,Yash Nair,3
2773,Nisha Agarwal,3
2744,Sagar Reddy,3
13545,Priya Reddy,3
2564,Riya Khan,3
6775,Aisha Iyer,12
12597,Sneha Bhat,3
2332,Rahul Joshi,3
2827,Zoya Verma,3
2358,Riya Patel,3
2858,Sanya Deshmukh,3
2333,Rohit Banerjee,3
2717,Mira Kapoor,3
12860,Zoya Khan,3
5245,Aarav Reddy,9
7512,Vikram Chatterjee,6
2334,Kabir Reddy,3
3012,Aakash Verma,3
2385,Nikhil Gupta,3
2335,Aman Singh,3
2969,Vikram Agarwal,3
3034,Aisha Iyer,3
2420,Siddharth Kapoor,3
2337,Riya Bose,3
2402,Ankit Verma,3
2813,Riya Khan,3
2956,Zoya Iyer,3
2338,Aakash Mukherjee,3
2962,Kunal Singh,3
2814,Sanya Bhat,3
2677,Meera Bhat,3
4387,Rohit Joshi,8
2487,Naveen Verma,3
2342,Riya Iyer,3
14041,Priya Banerjee,3
11777,Nikhil Singh,2
2424,Naveen Bhat,3
2344,Ananya Khan,3
13336,Ishita Nair,13
2737,Rohan Sharma,3
2345,Aarohi Patel,3
2856,Naveen Patel,3
2346,Kunal Chatterjee,3
14896,Nisha Verma,3
2459,Riya Bhat,3
2746,Rahul Mehta,3
2946,Aisha Singh,3
2347,Aman Mehta,3
2357,Neha Nair,3
2348,Ira Agarwal,3
2765,Aakash Sharma,3
2350,Varun Mukherjee,3
2545,Sagar Patel,3
3049,Sneha Agarwal,3
2656,Dev Patel,3
2712,Rahul Patel,3
2982,Kunal Bhat,3
2922,Aisha Chatterjee,3
2628,Ira Agarwal,3
6556,Ishita Chatterjee,12
2354,Aman Bhat,3
2496,Kavya Deshmukh,3
2355,Aditi Patel,3
2554,Rajat Gupta,3
2645,Aakash Bhat,3
2398,Meera Sharma,3
2356,Dev Verma,3
12034,Dev Bhat,4
9378,Yash Khan,3
2361,Aakash Nair,3
2775,Sanya Mukherjee,3
11049,Rohit Sharma,3
2603,Rahul Gupta,3
2622,Mira Sharma,3
2363,Diya Kapoor,3
2456,Harsh Bhat,3
2520,Aisha Gowda,3
2930,Ananya Nair,3
2690,Mira Gupta,3
2364,Nisha Joshi,3
2454,Rahul Chatterjee,3
2365,Tanvi Iyer,3
2679,Riya Joshi,3
11827,Priya Nair,3
2366,Aarav Chatterjee,3
2789,Rajat Sharma,3
2367,Rahul Khan,3
2912,Sagar Bhat,3
4645,Ankit Joshi,2
2368,Aarav Singh,3
2409,Siddharth Reddy,3
2896,Sagar Khan,3
2786,Mira Mukherjee,3
2370,Aarohi Sharma,3
2674,Ira Sharma,3
2662,Ananya Bose,3
2393,Sneha Verma,3
2371,Aarav Bhat,3
11960,Rohit Deshmukh,3
2372,Kunal Singh,3
2468,Neha Chatterjee,3
2806,Ira Bose,3
2587,Yash Khan,3
2374,Diya Kapoor,3
2445,Riya Sharma,3
2375,Harsh Bhat,3
2425,Priya Agarwal,3
2376,Aisha Bose,3
2377,Jahnvi Mehta,3
7571,Jahnvi Joshi,6
2386,Rohit Verma,3
2534,Varun Khan,3
3936,Zoya Gupta,8
12201,Jahnvi Mukherjee,3
2759,Sagar Verma,3
2434,Aarav Banerjee,3
10896,Neha Chatterjee,3
3004,Mira Patel,3
2379,Arjun Deshmukh,3
2380,Tanvi Verma,3
2718,Aditi Kapoor,3
2481,Tanvi Bhat,3
2432,Siddharth Kapoor,3
2382,Aarav Reddy,3
2384,Aditi Khan,3
2463,Riya Iyer,3
2401,Vikram Banerjee,3
2913,Riya Gupta,3
2465,Rajat Singh,3
2387,Mira Patel,3
2388,Rahul Reddy,3
2748,Siddharth Gowda,3
2444,Kabir Khan,3
2389,Meera Chatterjee,3
2390,Aakash Deshmukh,3
5092,Rahul Verma,9
3636,Ananya Singh,4
10038,Dev Kapoor,3
2391,Tanvi Mehta,3
2514,Nikhil Reddy,3
3047,Harsh Nair,3
2537,Arjun Reddy,3
2702,Kunal Khan,3
2394,Harsh Agarwal,3
2395,Vikram Gupta,3
2568,Sneha Bose,3
3001,Siddharth Bose,3
2939,Arjun Banerjee,3
2397,Ankit Patel,3
2399,Sanya Verma,3
2709,Riya Bhat,3
3121,Ishita Sharma,4
2972,Sagar Nair,3
6426,Tanvi Nair,12
2404,Yash Nair,3
8955,Aditi Gowda,5
14514,Kunal Singh,3
2405,Sagar Reddy,3
2406,Aakash Mehta,3
2407,Tanvi Singh,3
3380,Mira Singh,4
2881,Aman Singh,3
2960,Ira Verma,3
2410,Nisha Gowda,3
2411,Aarohi Kapoor,3
3026,Sagar Nair,3
2412,Ankit Agarwal,3
2669,Naveen Kapoor,3
2688,Nisha Bhat,3
2415,Dev Singh,3
8360,Ankit Singh,5
2416,Rajat Nair,3
2546,Mira Mehta,3
2417,Sagar Nair,3
9688,Arjun Verma,4
2494,Ananya Reddy,3
2418,Aarohi Banerjee,3
2472,Ishita Nair,3
2539,Yash Mukherjee,3
2419,Ira Gowda,3
2421,Aditi Reddy,3
2422,Aditi Gupta,3
2933,Neha Deshmukh,3
2992,Harsh Sharma,3
10504,Aarohi Banerjee,3
2423,Mira Patel,3
6783,Aakash Nair,12
2426,Neha Mehta,3
2427,Sneha Patel,3
2428,Nisha Agarwal,3
6481,Varun Khan,12
2429,Ankit Banerjee,3
2430,Aisha Deshmukh,3
2431,Ira Patel,3
2870,Ananya Reddy,3
8848,Neha Reddy,5
2937,Siddharth Verma,3
2433,Aisha Mukherjee,3
2854,Aakash Patel,3
2436,Aisha Singh,3
2437,Priya Khan,3
2822,Pooja Singh,3
2438,Harsh Mukherjee,3
2440,Ankit Sharma,3
3010,Sneha Patel,3
6261,Aarav Banerjee,10
4598,Ishita Bose,2
2845,Yash Gupta,3
2442,Aisha Agarwal,3
2986,Sagar Mukherjee,3
2443,Kavya Bhat,3
2803,Pooja Deshmukh,3
13809,Kabir Khan,4
2446,Sneha Joshi,3
2447,Aakash Iyer,3
2449,Rajat Nair,3
2830,Zoya Verma,3
2811,Nisha Iyer,3
2450,Siddharth Agarwal,3
2975,Ira Reddy,3
2452,Aditi Verma,3
8328,Rajat Joshi,5
8714,Harsh Bose,5
2453,Ankit Khan,3
2774,Aisha Kapoor,3
5913,Dev Mehta,10
2455,Dev Reddy,3
13083,Dev Khan,3
2457,Nikhil Chatterjee,3
2458,Ishita Gupta,3
3574,Ira Iyer,4
2461,Zoya Nair,3
10936,Priya Agarwal,3
2462,Sneha Mehta,3
2464,Sneha Iyer,3
2590,Naveen Bose,3
2836,Pooja Verma,3
5361,Rajat Gupta,9
2466,Ankit Gowda,3
13890,Nikhil Gupta,3
2467,Sanya Sharma,3
2469,Tanvi Bhat,3
8911,Sagar Singh,5
2470,Rahul Chatterjee,3
2471,Rahul Bose,3
2473,Ananya Gupta,3
2474,Kabir Patel,3
2694,Zoya Kapoor,3
2476,Naveen Gowda,3
2477,Ankit Bhat,3
3596,Diya Reddy,4
2478,Mira Singh,3
2479,Aisha Verma,3
2549,Sagar Chatterjee,3
2483,Nikhil Joshi,3
2608,Aarohi Gowda,3
2782,Ankit Chatterjee,3
2484,Ira Nair,3
2485,Aditi Nair,3
11896,Vikram Agarwal,3
2486,Rajat Verma,3
8975,Nisha Bose,3
9553,Neha Joshi,3
6331,Dev Mukherjee,10
2714,Diya Singh,3
2819,Sanya Verma,3
2492,Rohan Verma,3
2493,Ira Reddy,3
2495,Nisha Banerjee,3
13850,Kabir Deshmukh,3
13511,Ankit Chatterjee,3
2497,Kunal Mukherjee,3
7444,Nikhil Mukherjee,13
2499,Tanvi Bose,3
2500,Arjun Gupta,3
2502,Priya Mukherjee,3
8879,Kunal Bhat,3
2503,Varun Verma,3
10155,Aditi Patel,3
2504,Kabir Gowda,3
2505,Aarohi Banerjee,3
8652,Ira Agarwal,5
12924,Rahul Mukherjee,3
2508,Sneha Agarwal,3
2509,Siddharth Deshmukh,3
5895,Nisha Banerjee,10
2510,Naveen Sharma,3
2650,Kavya Gupta,3
2511,Rajat Mehta,3
2512,Meera Deshmukh,3
10942,Nikhil Bose,3
2515,Varun Mukherjee,3
2516,Riya Khan,3
2517,Jahnvi Kapoor,3
12571,Ira Reddy,3
2521,Aakash Chatterjee,3
12723,Riya Chatterjee,3
2703,Aarav Verma,3
5198,Varun Gowda,9
2523,Ankit Mehta,3
2524,Tanvi Singh,3
9224,Neha Mukherjee,3
2526,Rajat Verma,3
2527,Aakash Deshmukh,3
6946,Priya Kapoor,12
2528,Yash Khan,3
2529,Rajat Mehta,3
2618,Nikhil Gupta,3
2530,Riya Patel,3
2531,Tanvi Deshmukh,3
2532,Mira Bhat,3
2533,Siddharth Gupta,3
2536,Ananya Joshi,3
2609,Harsh Kapoor,3
2648,Neha Deshmukh,3
10815,Pooja Bhat,10
5067,Priya Patel,9
2538,Diya Kapoor,3
7419,Pooja Bose,13
14343,Rahul Bose,3
2541,Sanya Kapoor,3
2542,Aditi Banerjee,3
9354,Harsh Khan,3
12141,Varun Khan,3
11323,Mira Patel,3
2547,Rahul Agarwal,3
12158,Rohan Chatterjee,3
3931,Pooja Verma,8
2550,Zoya Patel,3
5990,Arjun Gupta,10
2551,Aisha Nair,3
4048,Kabir Banerjee,8
2553,Kabir Nair,3
2555,Ankit Chatterjee,3
2556,Kunal Khan,3
6403,Ira Bose,10
2557,Aman Bose,3
2558,Dev Singh,3
2559,Ishita Singh,3
2560,Jahnvi Kapoor,3
2561,Ankit Agarwal,3
2562,Nikhil Khan,3
2563,Ankit Verma,3
10477,Naveen Bhat,3
2566,Jahnvi Mukherjee,3
2567,Zoya Chatterjee,3
2569,Siddharth Reddy,3
7539,Meera Deshmukh,6
3000,Nikhil Mehta,3
2570,Diya Bose,3
5785,Kunal Khan,10
2599,Rohit Bhat,3
2571,Aarohi Verma,3
6907,Arjun Patel,12
2572,Aarohi Joshi,3
2574,Aarav Singh,3
7928,Ankit Gowda,6
2577,Ishita Reddy,3
4347,Sagar Joshi,8
2579,Nisha Agarwal,3
14075,Aakash Kapoor,3
12792,Aarav Joshi,10
2580,Ankit Reddy,3
2583,Diya Bose,3
14828,Ishita Gowda,3
2584,Neha Deshmukh,3
2586,Riya Kapoor,3
2757,Kavya Agarwal,3
2588,Aisha Mehta,3
2589,Ira Bhat,3
2591,Mira Chatterjee,3
2592,Siddharth Mehta,3
2593,Ankit Mukherjee,3
2594,Siddharth Agarwal,3
2595,Vikram Iyer,3
2596,Aarohi Mehta,3
2597,Rohit Iyer,3
2598,Ananya Nair,3
14016,Mira Mehta,9
2605,Diya Nair,3
2607,Rohit Nair,3
5713,Kabir Iyer,9
2610,Sanya Bhat,3
2611,Aarohi Khan,3
2614,Rohan Mukherjee,3
8641,Ankit Chatterjee,5
2616,Nisha Mehta,3
2619,Kavya Banerjee,3
11111,Ishita Kapoor,3
2620,Aarav Sharma,3
2621,Tanvi Nair,3
3519,Harsh Verma,4
2624,Riya Singh,3
2625,Aditi Gowda,3
7271,Sanya Deshmukh,13
2627,Ankit Verma,3
2629,Neha Verma,3
2630,Rajat Bose,3
2635,Meera Iyer,3
4334,Naveen Chatterjee,8
6825,Aarohi Kapoor,12
2637,Neha Patel,3
13296,Ira Iyer,3
12616,Riya Mukherjee,3
2638,Sagar Joshi,3
7516,Kavya Bose,6
2639,Arjun Agarwal,3
2641,Ananya Verma,3
2642,Jahnvi Deshmukh,3
2643,Rohan Khan,3
2644,Aisha Mukherjee,3
13656,Tanvi Deshmukh,3
3904,Zoya Mukherjee,8
2646,Ishita Khan,3
2649,Neha Joshi,3
6050,Arjun Sharma,10
2651,Ananya Nair,3
2654,Varun Chatterjee,3
2657,Meera Patel,3
2658,Vikram Singh,3
6157,Tanvi Bose,10
2659,Sneha Mehta,3
8836,Riya Sharma,4
2660,Aarav Joshi,3
3751,Tanvi Singh,8
2661,Naveen Gowda,3
7453,Aarohi Nair,13
8483,Riya Deshmukh,5
2663,Zoya Chatterjee,3
14246,Tanvi Gowda,3
2664,Vikram Iyer,3
5128,Siddharth Joshi,9
11980,Dev Bhat,3
2665,Rohan Singh,3
2666,Zoya Nair,3
5602,Sagar Chatterjee,9
2667,Yash Sharma,3
2668,Riya Banerjee,3
2670,Aman Verma,3
2672,Vikram Verma,3
2675,Diya Khan,3
2678,Arjun Gowda,3
2680,Nikhil Bose,3
2681,Ishita Reddy,3
2682,Zoya Chatterjee,3
11191,Ira Singh,3
4399,Nisha Nair,8
6103,Ananya Agarwal,10
2685,Diya Nair,3
3335,Rohan Singh,4
2686,Vikram Mukherjee,3
2687,Sagar Patel,3
4176,Varun Banerjee,8
2692,Nikhil Bhat,3
2695,Dev Mehta,3
5107,Diya Chatterjee,9
2696,Kabir Singh,3
5222,Ananya Iyer,9
9819,Neha Iyer,3
2697,Aakash Kapoor,3
2698,Kunal Agarwal,3
7534,Rahul Reddy,6
2699,Aditi Joshi,3
5337,Vikram Patel,9
2700,Jahnvi Sharma,3
2701,Aman Iyer,3
4017,Naveen Verma,8
2704,Rohit Nair,3
3615,Sanya Banerjee,4
8034,Rahul Joshi,6
2705,Kabir Agarwal,3
2706,Tanvi Verma,3
2707,Riya Sharma,3
7799,Priya Kapoor,6
2708,Meera Mehta,3
3974,Siddharth Bose,8
2711,Aarohi Deshmukh,3
11814,Kunal Mukherjee,3
3331,Nisha Iyer,4
2713,Priya Singh,3
2715,Mira Gupta,3
2716,Riya Khan,3
14184,Aisha Gupta,3
2719,Ankit Khan,3
2720,Kunal Nair,3
2721,Tanvi Iyer,3
2722,Vikram Banerjee,3
2723,Meera Agarwal,3
2726,Sagar Joshi,3
2727,Diya Patel,3
2728,Aman Singh,3
8622,Varun Bose,5
2729,Ira Bhat,3
12845,Nisha Gowda,3
2730,Ananya Mukherjee,3
2731,Jahnvi Reddy,3
2732,Vikram Mehta,3
2733,Aman Deshmukh,3
2734,Ananya Mukherjee,3
2735,Pooja Bhat,3
2736,Tanvi Bhat,3
2738,Vikram Gupta,3
2741,Rahul Gowda,3
7707,Zoya Patel,6
2743,Naveen Patel,3
2745,Riya Banerjee,3
5932,Aarav Mukherjee,10
2747,Dev Banerjee,3
6291,Ananya Mehta,10
2749,Sanya Bhat,3
7276,Harsh Gupta,13
2750,Zoya Iyer,3
7200,Tanvi Kapoor,13
2751,Aarohi Joshi,3
11386,Nisha Agarwal,3
2752,Rajat Deshmukh,3
2753,Rahul Sharma,3
2754,Aarav Bose,3
9996,Sneha Gupta,3
2755,Sanya Singh,3
2758,Sagar Verma,3
2760,Harsh Verma,3
9163,Rohit Mehta,3
2761,Nisha Agarwal,3
2762,Meera Verma,3
2764,Neha Reddy,3
5782,Pooja Reddy,10
2769,Varun Khan,3
2770,Varun Banerjee,3
2771,Aditi Agarwal,3
2772,Meera Deshmukh,3
2828,Rohit Deshmukh,3
9741,Aditi Khan,3
2776,Kabir Mehta,3
2778,Sneha Verma,3
7902,Pooja Khan,6
2783,Naveen Mukherjee,3
2784,Pooja Kapoor,3
2785,Aman Deshmukh,3
2787,Diya Khan,3
2788,Kunal Nair,3
2790,Aisha Patel,3
2791,Aditi Kapoor,3
8108,Aisha Mehta,6
2792,Rahul Agarwal,3
9100,Ananya Deshmukh,3
2798,Aditi Joshi,3
3448,Aisha Patel,4
2800,Sanya Mukherjee,3
2801,Ananya Joshi,3
2802,Ankit Patel,3
2804,Mira Iyer,3
8862,Vikram Banerjee,5
2805,Sneha Singh,3
11117,Naveen Mukherjee,3
3497,Aman Singh,4
2807,Aisha Nair,3
2808,Rohan Patel,3
2809,Rohan Verma,3
2812,Jahnvi Bose,3
2815,Sneha Reddy,3
8391,Sanya Nair,5
2816,Ishita Gupta,3
13468,Aman Banerjee,3
2817,Aarohi Singh,3
2818,Harsh Joshi,3
2820,Jahnvi Nair,3
3451,Ananya Patel,4
3914,Meera Kapoor,8
2821,Naveen Sharma,3
14526,Ankit Agarwal,3
2823,Sagar Mukherjee,3
6077,Aditi Bhat,10
2826,Mira Bose,3
9130,Rohit Joshi,3
2829,Harsh Joshi,3
2831,Sneha Iyer,3
2832,Siddharth Iyer,3
2833,Yash Gupta,3
12780,Priya Patel,3
2837,Varun Verma,3
2838,Zoya Singh,3
9076,Sanya Joshi,3
2839,Aakash Patel,3
2841,Aarohi Mukherjee,3
2842,Rohan Banerjee,3
2843,Aarohi Chatterjee,3
8015,Neha Gowda,6
9960,Aisha Banerjee,3
2847,Nisha Gupta,3
2848,Riya Agarwal,3
2851,Kabir Banerjee,3
2852,Priya Bose,3
14904,Dev Mukherjee,3
2853,Diya Sharma,3
2855,Nikhil Reddy,3
8023,Sanya Gowda,6
2857,Pooja Mehta,3
2877,Meera Singh,3
14329,Neha Patel,9
2859,Nisha Bose,3
7803,Jahnvi Mehta,6
2860,Aditi Kapoor,3
2861,Kabir Mukherjee,3
2863,Priya Verma,3
2864,Pooja Reddy,3
8247,Tanvi Banerjee,5
2865,Varun Iyer,3
2866,Nisha Bhat,3
5780,Rahul Nair,10
2867,Priya Kapoor,3
3457,Zoya Singh,4
13835,Aarohi Patel,4
2868,Ira Deshmukh,3
11935,Dev Gowda,2
2869,Aarav Nair,3
7459,Pooja Patel,13
2871,Neha Nair,3
2872,Naveen Banerjee,3
2873,Aarav Bose,3
2874,Arjun Khan,3
2875,Aakash Reddy,3
8226,Ananya Patel,6
6742,Kunal Sharma,12
2879,Tanvi Sharma,3
2880,Kavya Banerjee,3
2882,Diya Iyer,3
2883,Priya Khan,3
2884,Sanya Khan,3
2885,Kavya Deshmukh,3
2886,Aditi Kapoor,3
2887,Kavya Joshi,3
2888,Varun Patel,3
10178,Ira Kapoor,3
5514,Priya Bose,9
2890,Diya Bose,3
2891,Sanya Mehta,3
2892,Naveen Iyer,3
2894,Diya Patel,3
2895,Diya Singh,3
6695,Arjun Singh,12
2897,Varun Singh,3
11808,Sneha Reddy,3
2898,Siddharth Gowda,3
2900,Kunal Nair,3
2903,Priya Khan,3
13752,Sneha Iyer,13
2904,Siddharth Gupta,3
2905,Rahul Bhat,3
3363,Arjun Bose,4
2906,Riya Chatterjee,3
2907,Diya Bhat,3
2908,Rajat Sharma,3
2910,Ankit Bhat,3
2911,Ankit Singh,3
2914,Rahul Khan,3
2915,Tanvi Kapoor,3
2916,Ira Patel,3
2918,Pooja Mukherjee,3
2920,Harsh Agarwal,3
2924,Rahul Singh,3
2925,Kabir Verma,3
2927,Rohit Nair,3
2928,Naveen Bhat,3
2929,Aakash Iyer,3
10797,Ananya Mehta,3
2931,Arjun Banerjee,3
2932,Vikram Verma,3
3671,Zoya Mehta,8
2934,Ananya Bose,3
4573,Aisha Deshmukh,2
2935,Kavya Reddy,3
2936,Siddharth Agarwal,3
13317,Naveen Khan,3
2938,Jahnvi Gupta,3
5812,Kabir Nair,10
13450,Ira Banerjee,3
14925,Nikhil Agarwal,3
2940,Jahnvi Banerjee,3
2942,Sanya Iyer,3
2943,Sagar Sharma,3
2944,Nisha Reddy,3
3754,Pooja Reddy,8
2945,Sneha Banerjee,3
2948,Nikhil Banerjee,3
13625,Rohan Chatterjee,3
2950,Vikram Kapoor,3
2951,Naveen Khan,3
13412,Diya Mehta,2
2952,Ananya Reddy,3
2954,Meera Khan,3
6780,Rohan Khan,12
2957,Aditi Mukherjee,3
2958,Nikhil Deshmukh,3
2959,Aarav Iyer,3
8182,Arjun Gupta,6
4128,Sagar Iyer,8
6890,Pooja Joshi,12
2961,Aarohi Verma,3
2963,Dev Bose,3
2964,Rohit Nair,3
2965,Harsh Mukherjee,3
2967,Aisha Singh,3
2970,Pooja Khan,3
3287,Ananya Verma,4
6956,Ishita Agarwal,13
3684,Aarohi Joshi,8
2977,Aarohi Bose,3
2979,Mira Singh,3
2980,Arjun Agarwal,3
11026,Rohit Gowda,3
2981,Riya Singh,3
5401,Riya Chatterjee,9
2983,Nikhil Kapoor,3
2984,Sanya Mehta,3
11933,Pooja Sharma,3
2985,Aakash Reddy,3
7895,Kabir Singh,6
2991,Siddharth Gowda,3
2993,Mira Khan,3
5389,Kavya Mehta,9
2995,Ishita Joshi,3
8003,Sneha Khan,6
2996,Kavya Bhat,3
9374,Rajat Kapoor,3
11401,Zoya Patel,3
4769,Zoya Banerjee,2
3002,Sanya Patel,3
4941,Kavya Iyer,2
11324,Sneha Mukherjee,6
4628,Nisha Deshmukh,2
3005,Vikram Kapoor,3
3006,Naveen Banerjee,3
3007,Ankit Chatterjee,3
3009,Vikram Bhat,3
9859,Ananya Deshmukh,3
9820,Arjun Reddy,3
3011,Rohan Bhat,3
3014,Rohan Singh,3
3015,Neha Deshmukh,3
3017,Naveen Agarwal,3
6990,Aditi Bose,13
6184,Rahul Reddy,10
3018,Ankit Agarwal,3
4536,Rajat Gowda,2
3019,Diya Gupta,3
10732,Neha Gowda,3
3020,Aakash Verma,3
14881,Arjun Gowda,3
3021,Ankit Sharma,3
11162,Kunal Deshmukh,3
3023,Aisha Patel,3
3024,Jahnvi Bhat,3
3025,Aarav Patel,3
3027,Diya Bhat,3
10271,Pooja Patel,3
3028,Mira Kapoor,3
3029,Rohit Gowda,3
3030,Jahnvi Mukherjee,3
3031,Sneha Mehta,3
3032,Sneha Mehta,3
3035,Siddharth Reddy,3
3036,Rajat Joshi,3
3037,Jahnvi Patel,3
3038,Kabir Mehta,3
3039,Kavya Gowda,3
3728,Diya Mehta,8
3041,Varun Gowda,3
3042,Arjun Reddy,3
9918,Aisha Banerjee,3
3044,Arjun Reddy,3
3045,Jahnvi Patel,3
3050,Nisha Bhat,3
6628,Sanya Mehta,12
8574,Rohit Banerjee,5
3056,Kunal Reddy,3
3058,Dev Patel,3
3060,Aarav Joshi,4
3322,Ankit Gupta,4
3651,Ananya Gupta,4
3178,Aisha Deshmukh,4
3061,Aman Gowda,4
3350,Naveen Sharma,4
3062,Rahul Banerjee,4
3573,Kavya Bhat,4
3587,Priya Singh,4
3273,Ananya Agarwal,4
3063,Nikhil Mehta,4
3192,Ankit Singh,4
3291,Aarohi Mehta,4
9928,Varun Bose,4
3268,Sneha Bose,4
3138,Sanya Mehta,4
3064,Siddharth Banerjee,4
3420,Kavya Mehta,4
3065,Nisha Gupta,4
3422,Siddharth Reddy,4
3066,Aditi Chatterjee,4
3549,Harsh Khan,4
3374,Ankit Joshi,4
8809,Arjun Iyer,2
3411,Aarav Iyer,4
3233,Aisha Gowda,4
3483,Kavya Mukherjee,4
3067,Sneha Mukherjee,4
3361,Zoya Singh,4
3102,Dev Sharma,4
3300,Rohit Singh,4
3069,Harsh Iyer,4
3070,Neha Banerjee,4
3605,Diya Iyer,4
3071,Priya Kapoor,4
3238,Naveen Iyer,4
3352,Aman Mehta,4
3072,Aisha Chatterjee,4
3073,Rohan Deshmukh,4
3074,Tanvi Agarwal,4
3279,Ananya Iyer,4
3181,Ira Bhat,4
3525,Sneha Banerjee,4
3075,Ishita Gowda,4
3643,Priya Khan,4
3076,Aisha Kapoor,4
3203,Nisha Mukherjee,4
3527,Yash Gupta,4
3077,Rahul Sharma,4
3595,Nisha Deshmukh,4
8713,Aman Agarwal,4
3369,Diya Banerjee,4
3378,Arjun Reddy,4
3078,Nikhil Agarwal,4
3079,Aarav Sharma,4
3437,Ira Gupta,4
3317,Mira Bhat,4
3082,Meera Verma,4
3460,Rajat Joshi,4
7100,Harsh Banerjee,13
3304,Rahul Iyer,4
3083,Siddharth Chatterjee,4
3336,Naveen Patel,4
3232,Ananya Gupta,4
13255,Nisha Bhat,4
3231,Nikhil Mukherjee,4
3084,Naveen Kapoor,4
3086,Ira Agarwal,4
11021,Kavya Singh,4
3408,Rahul Agarwal,4
3536,Nikhil Singh,4
3344,Ishita Joshi,4
3087,Yash Verma,4
3088,Aarohi Gowda,4
3522,Naveen Chatterjee,4
3090,Mira Chatterjee,4
3404,Sneha Agarwal,4
3454,Neha Mehta,4
3423,Nikhil Agarwal,4
3444,Nisha Reddy,4
3093,Kabir Mehta,4
3107,Ankit Patel,4
3095,Aman Sharma,4
3236,Pooja Khan,4
3415,Tanvi Kapoor,4
3152,Riya Bhat,4
3096,Ira Khan,4
3097,Zoya Deshmukh,4
3180,Rajat Bose,4
3100,Sanya Verma,4
8909,Nisha Khan,5
3154,Sneha Khan,4
3395,Dev Iyer,4
14341,Rajat Banerjee,4
3103,Ira Bose,4
3645,Sagar Gowda,4
9535,Varun Chatterjee,4
3604,Mira Sharma,4
13509,Kabir Chatterjee,4
3105,Sanya Gupta,4
3113,Ishita Gupta,4
3295,Ira Agarwal,4
3630,Sanya Verma,4
3106,Kavya Banerjee,4
11986,Nisha Patel,4
9371,Pooja Khan,4
3194,Kunal Mehta,4
3471,Sanya Verma,4
3108,Ira Sharma,4
3109,Aditi Verma,4
3239,Siddharth Banerjee,4
3110,Ishita Deshmukh,4
3414,Pooja Agarwal,4
3112,Aman Mukherjee,4
3114,Mira Reddy,4
3115,Kabir Deshmukh,4
3243,Dev Khan,4
3116,Kavya Kapoor,4
3515,Aarav Gupta,4
3117,Rohan Mukherjee,4
3118,Rohan Deshmukh,4
3479,Kabir Joshi,4
3298,Sanya Mehta,4
3119,Aarav Mukherjee,4
3175,Dev Singh,4
3122,Nikhil Khan,4
3124,Kunal Reddy,4
4470,Sagar Gupta,2
3257,Ananya Sharma,4
3125,Rajat Chatterjee,4
3126,Aarohi Gupta,4
3128,Sagar Deshmukh,4
3129,Ananya Bhat,4
3267,Rajat Banerjee,4
3130,Rohit Bose,4
3131,Arjun Iyer,4
3430,Rajat Chatterjee,4
3132,Siddharth Reddy,4
3324,Ananya Kapoor,4
3133,Arjun Iyer,4
3134,Meera Gupta,4
3547,Sagar Reddy,4
3136,Yash Iyer,4
3465,Jahnvi Reddy,4
11426,Sagar Patel,4
3139,Rahul Deshmukh,4
3140,Vikram Patel,4
3141,Pooja Mukherjee,4
3143,Sagar Verma,4
3144,Jahnvi Gowda,4
3145,Sanya Gowda,4
8719,Diya Chatterjee,4
3146,Tanvi Verma,4
3575,Aisha Nair,4
3495,Naveen Chatterjee,4
3554,Ishita Chatterjee,4
3147,Ishita Mehta,4
3217,Pooja Verma,4
3149,Aarohi Banerjee,4
3153,Sanya Bhat,4
9777,Neha Patel,4
3155,Sagar Mehta,4
13885,Priya Iyer,4
3156,Diya Gowda,4
3205,Rahul Banerjee,4
3351,Kabir Agarwal,4
3157,Vikram Verma,4
3188,Vikram Chatterjee,4
3158,Aisha Deshmukh,4
8025,Kavya Joshi,6
4148,Varun Reddy,8
3159,Zoya Bhat,4
3160,Aarav Khan,4
3161,Naveen Khan,4
3162,Kabir Kapoor,4
3164,Aakash Patel,4
3614,Priya Mukherjee,4
3165,Ira Khan,4
3456,Rohan Sharma,4
3167,Aakash Chatterjee,4
12514,Meera Agarwal,4
8118,Neha Sharma,6
3169,Vikram Khan,4
3171,Aarohi Gowda,4
3172,Tanvi Joshi,4
3255,Kunal Singh,4
3173,Mira Khan,4
3184,Aisha Kapoor,4
3174,Nikhil Mehta,4
3176,Nikhil Nair,4
3177,Aditi Patel,4
3179,Vikram Iyer,4
3507,Arjun Agarwal,4
3182,Kabir Bose,4
3183,Ira Banerjee,4
3185,Ishita Patel,4
10837,Zoya Nair,4
3186,Tanvi Mehta,4
4593,Rahul Verma,2
3187,Aarohi Mehta,4
3189,Aarav Chatterjee,4
3190,Aarav Gupta,4
3191,Rohan Verma,4
3644,Rajat Mukherjee,4
3193,Aisha Verma,4
3354,Rohit Agarwal,4
14802,Rajat Kapoor,4
3642,Varun Gowda,4
3198,Sneha Reddy,4
